store_name,address,state,county,lat,lng,service_level
Planned Parenthood- Colorado Springs Westside***,3480 Centennial Blvd,Colorado,El Paso,38.8809,-104.849,4
"Olathe Pregnancy Center, Inc.","1313 E Sante Fe
Olathe, KS 66061",Kansas,Johnson,38.8833,-94.7959,2
Colorado Springs Pregnancy Center,"3925 Centennial Blvd
Colorado Springs, CO 80907",Colorado,El Paso,38.889,-104.847,2
Capitol Hill Pregnancy Center,"713 Maryland Ave NE Washington, DC 20002",District of Columbia,Washington D.C.,38.8952,-76.9952,1
New Hope Pregnancy Center,"11093 Alexandria Pike
Alexandria, KY 41011",Kentucky,Kenton,38.8952,-84.3818,2
Washington Surgi-Center,2112 F St NW,District of Columbia,Washington D.C.,38.8972,-77.0473,4
Planned Parenthood- Carol Whitehill Moses Center,1225 4th St. NE,District of Columbia,Washington D.C.,38.9063,-77.0003,4
Front Royal Pregnancy Center,"11 S Royal Ave
Front Royal, VA 22630",Virginia,Warren,38.9176,-78.1937,2
The Northwest Center,"2702 Ontario Rd NW Washington, DC 20009",District of Columbia,Washington D.C.,38.9244,-77.0405,1
Center for Women's Health***,4840 College Blvd,Kansas,Johnson,38.9275,-94.7271,4
Advice & Aid Pregnancy Centers,"10901 Granada Ln, Ste 100
Overland Park, KS 66211",Kansas,Johnson,38.9306,-94.6376,2
Planned Parenthood- Comprehensive Health Services***,4401 W 109th Street,Kansas,Johnson,38.931,-94.6368,4
Resource Health,"1240 NE Windsor Dr
Lee's Summit, MO 64086",Missouri,Jackson,38.9348,-94.3621,2
American Women's Services- Cheverly*,6005 Landover Rd,Maryland,Prince George's,38.9351,-76.9164,4
Options Now - Thrive Metro East,"4854 N Alby Rd
Godfrey, IL 62035",Illinois,Madison,38.9419,-90.1794,2
The Pregnancy Clinic,"4341 Northview Dr
Bowie, MD 20716",Maryland,Prince George,38.9497,-76.7353,2
Clarity Pregnancy Services - Seymour,"502 S Walnut
Seymour, IN 47274",Indiana,Jackson,38.9535,-85.8907,2
Planned Parenthood- Columbia Abortion Services Center***,711 N Providence Road,Missouri,Boone,38.9595,-92.3342,3
My Life Clinic,"802 N Providence Rd, Ste 2 Columbia, MO 65203",Missouri,Boone,38.9608,-92.3334,2
Planned Parenthood- Clearlake Health Center,14671 Olympic Dr,California,Lake,38.9618,-122.6385,4
carafem Health Center,5530 Wisconsin Ave,Maryland,Montgomery,38.9648,-77.088,4
A Woman's Choice,"102 Elden St, Ste 14
Herndon, VA 20170",Virginia,Fairfax,38.9668,-77.3664,2
Insight Women's Center,"3210 Mesa Way
Lawrence, KS 66049",Kansas,Douglas,38.9728,-95.2765,2
LPHS,"1703 W Fletcher St Vandalia, IL 62471",Illinois,Fayette,38.9755,-89.1137,2
Planned Parenthood- Annapolis Health Center,929 West Street,Maryland,Anne Arundel,38.9761,-76.5092,4
The Pregnancy Clinic,"934 W St
Annapolis, MD 21401",Maryland,Anne Arundel,38.9768,-76.5094,2
Birthright of Montgomery City,"110 W 2nd St
Montgomery City, MO 63361",Missouri,Montgomery,38.9771,-91.5053,1
Oasis,"219 W College St 
Troy, MO 63379",Missouri,Lincoln,38.9805,-90.9831,2
The James Isaac House,"7 S Grove St
Petersburg, WV 26847",West Virginia,Grant,38.9914,-79.1221,2
Central WV Center for Pregnancy Care,"8 Meadows St Buckhannon, WV 26201",West Virginia,Upshur,38.992,-80.2314,2
CHOICES,"228 S Baldwin
Woodland Park, CO 80863",Colorado,Teller,38.9926,-105.047,2
Advice and Aid Pregnancy Center,"11644 W 75th St
Shawnee, KS 66214",Kansas,Johnson,38.9938,-94.7209,2
Clarity Pregnancy Services - North Vernon,"304 Norris Ave
North Vernon, IN 47265",Indiana,Jennings,38.9943,-85.6301,2
Silver Spring Family Planning,1111 Spring St,Maryland,Montgomery,38.9998,-77.0281,4
Hope Pregnancy Center,"123 Fishing Creek Rd
North Cape May, NJ 08204",New Jersey,Cape May,39.0006,-74.9323,2
Care Net Pregnancy Services of Northern KY,"7129 Price Pike
Florence, KY 41042",Kentucky,Boone,39.0031,-84.6299,2
Birthright of Kansas City,"6309 Walnut St
Kansas City, MO 64113",Missouri,Jackson,39.0135,-94.5869,1
American Women's Services- Silver Spring*,9801 Georgia Ave,Maryland,Montgomery,39.0162,-77.0424,4
New Hope Pregnancy Center,"228 Thomas More Pkwy Crestview Hills, KY 41017",Kentucky,Kenton,39.024,-84.5698,2
Care Net Pregnancy Services of Northern KY,"3700 Alexandria Pike
Cold Spring, KY 41035",Kentucky,Campbell,39.0274,-84.4494,2
Elizabeth's Hope Pregnancy Resources,"14761 SR 93
Jackson, OH 45640",Ohio,Jackson,39.0281,-82.6231,2
Lifeline Children's Service,"2041 SW McAlister Ave
Topeka, KS 66604",Kansas,Shawnee,39.03,-95.731,2
Pregnancy Choices Medical Clinic,"74 W Vincennes St
Linton, IN 47441",Indiana,Greene,39.0341,-87.167,2
Resource Health,"4403 E Blue Pkwy
Kansas City, MO 64130",Missouri,Jackson,39.0342,-94.5335,2
Patty Brous AB Services***,1001 Emanuel Cleaver II Blvd.,Missouri,Jackson,39.0415,-94.5739,3
New Hope Pregnancy Center,"3720 Decoursey Ave
Latonia, KY 41015",Kentucky,Kenton,39.0469,-84.5023,2
Birthright of Topeka,"512 SW 7th St
Topeka, KS 66603",Kansas,Shawnee,39.0522,-95.6804,1
Birthright of Annapolis,"277 K Peninsula Farm Rd, Bldg 3
Arnold, MD 21012",Maryland,Anne Arundel,39.0557,-76.5161,1
Centro Tepeyac Women's Center,"12247 Georgia Ave
Silver Spring, MD 20902",Maryland,Montgomery,39.0562,-77.0493,2
Rockville Women's Center,"12530 Parklawn Dr, Ste 170
Rockville, MD 20852",Maryland,Montgomery,39.0611,-77.1179,2
Rose Garden of Mary,"2040 Madison Ave
Covington, KY 41012",Kentucky,Kenton,39.0662,-84.5055,2
Birthright of Grand Junction,"253 White Ave
Grand Junction, CO 81501",Colorado,Mesa,39.069,-108.568,1
The Pregnancy Clinic,"650 Ritchie Hwy, Ste 307
Severna Park, MD 21146",Maryland,Anne Arundel,39.0715,-76.5413,2
Mary's Choice,"551 NW Broad St
Topeka, KS 66603",Kansas,Shawnee,39.0819,-95.6688,2
Mosaic Virginia,"19415 Deerfield Ave, Ste 109
Lansdowne, VA 20176",Virginia,Loudoun,39.0872,-77.4783,2
The Pregnancy Center,"2478 Patterson Rd, Units 1 & 2, Grand Junction, CO 81505",Colorado,Mesa,39.092,-108.593,1
Pregnancy Care Center,"62 Doughty Rd, Ste 5
Lawrenceburg, IN 47025",Indiana,Lawrence,39.0946,-84.8685,2
A Caring Place Pregnancy Help Center,"4446 Mt Carmel Tobasco Rd
Cincinnati, OH 45244",Ohio,Hamilton,39.0991,-84.2997,2
Resource Health,"815 N Noland Rd
Independence, MO 64050",Missouri,Jackson,39.0993,-94.4125,2
Potomac Family Planning- Rockville Clinic,966 Hungerford Dr,Maryland,Montgomery,39.1003,-77.1548,4
The LPC,"415 Main St
Laurel, MD 20707",Maryland,Prince George,39.1066,-76.8488,2
Old St. Mary's Church Pregnancy Center,"123 E 13th St
Cincinnati, OH 45202",Ohio,Hamilton,39.1095,-84.5124,1
Birthright of Leesburg,"16 Royal St SE
Leesburg, VA 20175",Virginia,Loudoun,39.1135,-77.5643,2
Pregnancy Center West,"4900 Glenway Ave
Cincinnati, OH 45238",Ohio,Hamilton,39.1186,-84.599,2
Shady Grove Pregnancy Center,"16220 Frederick Rd, Ste 118 Gaithersburg , MD 20877",Maryland,Montgomery,39.1214,-77.1773,2
Planned Parenthood- Cincinnati Surgery Center***,2314 Auburn Avenue,Ohio,Hamilton,39.1237,-84.5083,3
Life Forward - Pregnancy Care of Cincinnati,"2415 Auburn Ave
Cincinnati, OH 45219",Ohio,Hamilton,39.1261,-84.5088,2
Elizabeth's Hope Pregnancy Resources,"215A N High St
Waverly, OH 45690",Ohio,Pike,39.1281,-82.9848,2
Planned Parenthood- Yuba City Health Center,430 Palora Ave,California,Sutter,39.1282,-121.6335,4
Family Life Center,"605 Eden Ave
Effingham, IL 62401",Illinois,Effingham,39.1291,-88.5511,2
Planned Parenthood- Ukiah Health Center,1165 S Dora St,California,Mendocino,39.1354,-123.2089,4
Wyandotte Pregnancy Clinic,"3021 N 54th St
Kansas City, KS 66104",Kansas,Wyandotte,39.1424,-94.704,2
A Woman's Friend Pregnancy Resource Clinic,"961 Live Oak Blvd
Yuba City, CA 95991",California,Sutter,39.1431,-121.621,2
Planned Parenthood- Dover Health Center***,805 S Governors Ave,Delaware,Kent,39.1467,-75.5251,4
New Day Pregnancy Care Center,"811 S Governors Ave
Dover, DE 19904",Delaware,Kent,39.1483,-75.5247,2
Mendo Lake Women's Clinic,"425 S Orchard Ave, Ste D
Ukiah, CA 95482",California,Mendocino,39.1484,-123.198,2
Birthright of Silver Spring,"2915 F Olney Sandy Spring Rd
Olney, MD 20832",Maryland,Montgomery,39.1505,-77.0597,1
Mary's Center,"7567 Ritchie Hwy
Glen Burnie, MD 21061",Maryland,Anne Arundel,39.1585,-76.6184,2
LPHS - Hillboro,"214 S Main St, Ste A
Hillsboro, IL 62049",Illinois,Montgomery,39.1603,-89.4937,1
"AbbaCare, Inc.","200 Weems Ln
Winchester, VA 22601",Virginia,Winchester City,39.1618,-78.1793,2
Pregnancy Center East,"4760 Madison Rd
Cincinnati, OH 45227",Ohio,Hamilton,39.1619,-84.4141,2
Planned Parenthood- Bloomington Health Center***,421 S College Ave,Indiana,Monroe,39.1625,-86.5348,4
Women's Care Center,"409 S College Ave
Bloomington, IN 47403",Indiana,Monroe,39.1625,-86.5346,2
Columbia Pregnancy Center,"8945 Guilford Rd, Ste 130
Columbia, MD 21046",Maryland,Howard,39.1677,-76.8541,2
Life Choices Community Pregnancy Clinic,"1201 N Stewart St, Ste 110
Carson City, NV 89702",Nevada,Douglas,39.1716,-119.764,2
The Hannah Center,"808 N College Ave
Bloomington, IN 47402",Indiana,Monroe,39.1744,-86.5345,1
Reproductive Health Services- Germantown Abortion Clinic,13233 Executive Park Terrace,Maryland,Montgomery,39.18,-77.2739,4
Life Choices Ministries,"1445 Anderson Ave
Manhattan, KS 66502",Kansas,Riley,39.1855,-96.5799,1
Resource Health,"4110 NE Vivion Rd
Kansas City, MO 64119",Missouri,Clay,39.1885,-94.5314,2
Clarity Pregnancy Services - Nashville,"1750 State Rd 46
Nashville, IN 47448",Indiana,Brown,39.198,-86.2182,2
Southern Ohio Pregnancy Center,"135 W Walnut St
Hillsboro, OH 45133",Ohio,Highland,39.2009,-83.6135,1
Clarity Pregnancy Services & Testing Clinic,"2420 7th St
Columbus, IN 47201",Indiana,Bartholomew,39.2065,-85.8962,2
Parkville Women's Clinic,"6326 N Lucerne Ave
Kansas City, MO 64151",Missouri,Platte,39.2089,-94.6541,2
TLC Pregnancy Center of Ritchie County,"2479 WV-16
Harrisville, WV 26362",West Virginia,Ritchie,39.2095,-81.0513,2
Women's Health Specialists- Grass Valley,120 Richardson St,California,Nevada,39.2201,-121.0603,4
LivingWell Medical Clinic,"105 Catherine Ln
Grass Valley, CA 95945",California,Nevada,39.2302,-121.048,2
Clarity Testing Clinic,"1950 Doctors Park Dr, Ste B
Columbus, IN 47201",Indiana,Bartholomew,39.2313,-85.9035,2
Women's Centers of Ohio,"8146 Hamilton Ave
Cincinnati, OH 45231",Ohio,Hamilton,39.2418,-84.5445,2
Life Forward - Pregnancy Care of Cincinnati,"11020 S Lebanon Rd
Loveland, OH 45140",Ohio,Clermont,39.2609,-84.2853,2
Reachout Pregnancy Center,"803 E Broadway St Harrison, OH 45030",Ohio,Hamilton,39.2615,-84.8098,2
Liberty Women's Clinic,"1532 NE 96th St, Ste B
Liberty, MO 64068",Missouri,Clay,39.2678,-94.4547,2
Bridge of Hope-Richmond,"111 W Main St
Richmond, MO 64085",Missouri,Ray,39.2782,-93.977,2
Life Choice Pregnancy & Family Resource Center,"130 S 4th St
Clarksburg, WV 26301",West Virginia,Harrison,39.2799,-80.3408,2
Life Forward - Pregnancy Care of Cincinnati,"11345 Century Cir W
Cincinnati, OH 45246",Ohio,Hamilton,39.2812,-84.4555,2
Women's Care Center,"3007 Dudley Ave
Parkersburg, WV 26104",West Virginia,Wood,39.2842,-81.5364,2
New Beginnings Pregnancy Resource Center,"189 S Main St
Spencer, IN 47460",Indiana,Owen,39.2843,-86.7628,1
Hope Pregnancy Center,"321 West Ave
Ocean City, NJ 08226",New Jersey,Cape May,39.2854,-74.5689,2
Women's Center West,"5411 Old Frederick Rd, Ste 1
Baltimore, MD 21229",Maryland,Baltimore,39.2882,-76.7185,2
Women's Centers of Ohio,"1230 W Kemper Rd
Cincinnati, OH 45240",Ohio,Hamilton,39.2889,-84.5259,2
Potomac Family Planning- Hillcrest Clinic,5602 Baltimore National Pike,Maryland,Baltimore,39.2897,-76.7267,4
Options@328,"328 N Howard St
Baltimore, MD 21201",Maryland,Baltimore City,39.2936,-76.6199,2
Planned Parenthood- Baltimore City Health Center,330 North Howard Street,Maryland,Baltimore,39.2937,-76.6199,4
Birthright of Ranson,"103 S Mildred St
Ranson, WV 25438",West Virginia,Jefferson,39.2968,-77.8608,2
Choices Pregnancy & Health,"407 NW 3rd St Casey, IL 62420",Illinois,Clark,39.3038,-87.9978,1
Rock-a-My-Baby Pregnancy Support Center,"1501 N Dukeland St Baltimore, MD 21223",Maryland,Baltimore,39.3051,-76.6635,1
Birthright of Leavenworth,"221 Delaware St, Ste A
Leavenworth, KS 66048",Kansas,Leavenworth,39.3183,-94.9117,1
Pregnancy Resource Center on Court,"43A S Court St
Athens, OH 45701",Ohio,Athens,39.3279,-82.1015,2
American Women's Services- Baltimore*,3506 N Calvert St,Maryland,Baltimore,39.3314,-76.6146,4
Elizabeth's Hope Pregnancy Resources,"311 W Water St
Chillicothe, OH 45601",Ohio,Ross,39.3346,-82.9918,2
Gynemed Surgery Center,17 Fontana Ln,Maryland,Baltimore,39.3392,-76.4899,4
Options for Women,"1420 S Business 61, Ste B
Bowling Green, MO 63334",Missouri,Pike,39.3451,-91.1847,2
Clarity Pregnancy Services - Greensburg,"920 Kathy's Way, Ste G 
Greensburg, IN 47240",Indiana,Decatur,39.3465,-85.4991,2
Elizabeth's Hope Pregnancy Resources,"348 S St
Greenfield, OH 45123",Ohio,Highland,39.3489,-83.3837,2
Planned Parenthood- Atlantic City Center,2922 Atlantic Ave,New Jersey,Atlantic,39.3543,-74.4472,4
Alternatives Pregnancy Center,"410 S Wilcox St, Ste 103
Castle Rock, CO 80104",Colorado,Douglas,39.3639,-104.863,2
Women's Care Center,"7625 Belair Rd 
Baltimore, MD 21236",Maryland,Baltimore,39.366,-76.5174,2
Whole Women's Health of Baltimore,7648 Belair Rd,Maryland,Baltimore,39.3673,-76.5205,4
Pregnancy Center North,"6805 York Rd
Baltimore, MD 21212",Maryland,Baltimore,39.3779,-76.6083,2
Emergency Pregnancy Service,"350 S Range, Ste 3
Colby, KS 67701",Kansas,Thomas,39.3921,-101.056,1
Pathway to Hope Pregnancy Care Center ,"202 S Monument Ave
Hamilton, OH 45011",Ohio,Butler,39.399,-84.565,2
Pregnancy Resource Center,"225 E S First St
Shelbyville, IL 62565",Illinois,Shelby,39.4057,-88.7915,1
The James Isaac House,"​314 S Second St
Oakland, MD 21550",Maryland,Garrett,39.4069,-79.4088,2
Birthright of Frederick,"250 W Patrick St
Frederick, MD 21701",Maryland,Frederick,39.4131,-77.4176,1
Birthright of Moberly,"101 S 4th St
Moberly, MO 65270",Missouri,Randolph,39.4186,-92.4407,1
Pregnancy Resource Center of Marion County,"36 Mountain Park Dr
White Hall, WV 26554",West Virginia,Marion,39.4198,-80.1808,2
Pregnancy Help Center,"512 Main St
Brookville, IN 47012",Indiana,Franklin,39.42,-85.013,1
Care Net Pregnancy Center of Frederick,"707 N Market St
Frederick, MD 21701",Maryland,Frederick,39.4234,-77.4095,2
The James Isaac House,"97 N Davis St
Keyser, WV 26726",West Virginia,Mineral,39.441,-78.9753,2
Women's Centers of Ohio,"736 Columbus Ave, Ste A
Lebanon, OH 45036",Ohio,Warren,39.4434,-84.1919,2
New Life Clinic,"100 S South St
Wilmington, OH 45177",Ohio,Clinton,39.4441,-83.8284,2
A Door of Hope Pregnancy Center,"316 E Main St 
Middletown, DE 19709",Delaware,New Castle,39.4496,-75.7056,2
Pregnancy Resource Center of Athens County,"205 W Columbus St Nelsonville, OH 45764",Ohio,Athens,39.4601,-82.2358,2
Alpha Pregnancy Center,"301 Main St, Ste 1B
Reisterstown, MD 21136",Maryland,Baltimore,39.4623,-76.8277,2
Heart Choices Pregnancy and Parenting Resource Center,"602 W 6th St Beloit, KS 67420",Kansas,Mitchell,39.4644,-98.1166,2
Crisis Pregnancy Center of the Wabash Valley,"530 Wabash Ave
Terre Haute, IN 47807",Indiana,Vigo,39.4668,-87.4102,2
The James Isaac House,"312 E Main St
Kingwood, WV 26537",West Virginia,Upshur,39.4717,-79.6786,2
West End Women's Medical Group***,5915 Tyrone Road,Nevada,Washoe,39.4728,-119.7746,4
Care Net Pregnancy Center of Churchill County,"75 N Ada St
Fallon, NV 89406",Nevada,Churchill,39.4758,-118.78,1
American Women's Services- Galloway*,333 W Jimmie Leeds Rd,New Jersey,Atlantic,39.4825,-74.5788,4
Choices Pregnancy & Health,"105 N 10th St, Ste 3
Mattoon, IL 61938",Illinois,Coles,39.483,-88.3659,1
Choices Pregnancy & Health,"260 W Locust Ave
Charleston, IL 61920",Illinois,Coles,39.4997,-88.1853,2
Community Pregnancy Center,"3717 Roosevelt Blvd
Middletown, OH 45044",Ohio,Butler,39.5002,-84.3648,2
CFW Cares,"2362 Lincoln St Oroville, CA 95966",California,Riverside,39.5052,-121.553,1
"Care Net Pregnancy Centers of Central Indiana, Inc. - Whiteland","747 Commerce Dr Franklin, IN 46131",Indiana,Johnson,39.5076,-86.0575,2
Alpha's Glory Pregnancy Resource Center,"219 W Bel Air Ave
Aberdeen, MD 21001",Maryland,Harford,39.5111,-76.1679,2
Reno Crisis Pregnancy Center,"853 Haskell St
Reno, NV 89509",Nevada,Lyon,39.5163,-119.81,2
Crisis Pregnancy Center of Brazil,"20 N Merdian St
Brazil, IN 47834",Indiana,Clay,39.5231,-87.1301,1
Oxford Women's Care Center,"10 Reaghs Way
Oxford, OH 45056",Ohio,Butler,39.5235,-84.7648,1
Clarity Pregnancy Services,"2410 E State Rd 44
Shelbyville, IN 46176",Indiana,Shelby,39.5238,-85.7441,2
Crisis Pregnancy Services,"1307 White Horse Pike
Egg Harbor City, NJ 08215",New Jersey,Atlantic,39.5238,-74.6396,1
Pregnancy Center,"238 S Fayette St
Washington Court House, OH 43160",Ohio,Fayette,39.5353,-83.4365,2
Birthright of Harford County,"38 E Gordon St
Bel Air, MD 21014",Maryland,Harford,39.5395,-76.3523,1
Pregnancy Resource Center,"1131 Grand Ave
Glenwood Springs, CO 81601",Colorado,Adams,39.5416,-107.325,2
Loving Arms A Crisis Pregnancy Center,"500 N Walnut St
Taylorville, IL 62568",Illinois,Christian,39.5531,-89.2935,1
Cornerstone Women's Resource Centers,"567 Salem-Quinton Rd
Salem, NJ 08079",New Jersey,Salem,39.5593,-75.4471,2
Planned Parenthood- Glenwood Springs Health Center*,50923 Hwy 6,Colorado,Garfield,39.5613,-107.3611,4
Planned Parenthood- Littleton Health Center,131 W County Line Rd,Colorado,Arapahoe,39.5662,-104.9894,4
Alternatives Pregnancy Center,"23 Inverness Eay E, Ste 101B
Englewood, CO 80112",Colorado,Arapahoe,39.5667,-104.86,2
Pregnancy Support Center of Carroll County,"95 Carroll St, Ste 101 Westminster, MD 21157",Maryland,Carroll,39.5817,-76.9923,2
Castle Country Pregnancy Resource Center,"836 E 100 N, Ste 5
Price, UT 84501",Utah,Carbon,39.6008,-110.796,1
Elizabeth's Hope Pregnancy Resources,"157 W High St
Circleville, OH 43133",Ohio,Pickaway county,39.6043,-82.9456,2
Fernley Crisis Pregnancy Center,"50 S West St
Fernley, NV 89408",Nevada,Lyon,39.607,-119.254,2
Heritage Pregnancy & Family Health Center,"103 E Main St
Elkton, MD 21921",Maryland,Cecil,39.608,-75.8296,2
Cecil Pregnancy & Family Resource Center,"126 E High St
Elkton, MD 21921",Maryland,Cecil,39.6095,-75.8284,2
Choices Pregnancy & Health,"210 N High St
Paris, IL 61944",Illinois,Edgar,39.6129,-87.6842,1
Compass Women's Center,"283 Don Knotts Blvd Morgantown, WV 26501",West Virginia,Monongalia,39.6142,-79.9707,1
"Care Net Pregnancy Centers of Central Indiana, Inc - Mooresville","825 Indiana St
Mooresville, IN 46158",Indiana,Morgan,39.6247,-86.374,2
Women's Resource Center of the Rockies,"350 Lake Dillon Dr
Dillon, CO 80435",Colorado,Summit,39.6291,-106.047,2
Birthright of Morgantown,"11 Rousch Dr Morgantown, WV 26501",West Virginia,Monongalia,39.6299,-79.9843,2
Mary's Center,"1200 Dual Hwy
Hagerstown, MD 21470",Maryland,Washington,39.6303,-77.7004,2
Care Net Pregnancy Center of Putnam County,"1224 S Bloomington St
Greencastle, IN 46135",Indiana,Putnam,39.6307,-86.8515,2
1st Way Pregnancy Support Center,"310 Race St Cumberland, MD 21501",Maryland,Allegany,39.6345,-78.7603,2
Hope Center,"531 N Central Ave, Ste 6
Connersville, IN 47331",Indiana,Fayette,39.6422,-85.139,2
Potomac Family Planning- Hagerstown Clinic,160 W Washington St,Maryland,Washington,39.6437,-77.7236,4
Hagerstown Area Pregnancy Clinic,"152 W Washington St
Hagerstown, MD 21740",Maryland,Washington,39.6438,-77.7236,2
Life's Options Pregnancy Center,"3721 Evergreen Pkwy, Ste #12
Evergreen, CO 80439",Colorado,Jefferson,39.6489,-105.342,2
Healthy Futures for Women***,300 E Hampden Ave.,Colorado,Arapahoe,39.6531,-104.9846,4
Parke Vermillion Community Pregnancy Center,"503 N 8th 
Clinton, IN 47842",Indiana,Vermilion,39.6651,-87.4066,1
Miami Valley Women's Center,"245 S Allison Ave
Xenia, OH 45385",Ohio,Greene,39.681,-83.9425,2
Women's Centers of Ohio,"1377 E Stroop Rd, Ste 301 Kettering, OH 45429",Ohio,Montgomery,39.6889,-84.142,2
Women's Med- Dayton ***,1401 E. Stroop Road,Ohio,Montgomery,39.6889,-84.142,3
Miami Valley Women's Center,"2345 W Stroop Rd
Dayton, OH 45439",Ohio,Montgomery,39.6954,-84.212,2
